text_raw,text,label_raw,label,label_id,split
Terima kasih mbak viewnya emang keren sih,terima kasih mbak viewnya emang keren sih,Positive,positive,2,train
sampai suatu ketika buktikan pada orang orang itu bungkam lisan mereka dengan karya yang memesona dan pencapaian yang mengagumkan februari nevada amerika serikat dari gamal albinsaid penghargaan nextgen di nevada amerika serikat,sampai suatu ketika buktikan pada orang orang itu bungkam lisan mereka dengan karya yang memesona dan pencapaian yang mengagumkan februari nevada amerika serikat dari gamal albinsaid penghargaan nextgen di nevada amerika serikat,Neutral,neutral,1,train
I Hate slow ! Jaringan tri parah bett ah,i hate slow ! jaringan tri parah bett ah,Negative,negative,0,train
"Nah ngene iki bagus bgt, ga lucu gapapa min tambah wawasan...","nah ngene iki bagus bgt, ga lucu gapapa min tambah wawasan...",Positive,positive,2,train
"asem lemot tenan nggo streamingan -,-","asem lemot tenan nggo streamingan -,-",Negative,negative,0,train
semua pihak diimbau hormati rekapitulasi suara pemilihan umum,semua pihak diimbau hormati rekapitulasi suara pemilihan umum,Neutral,neutral,1,train
aku nyoba upload kok error terus iki -___-,aku nyoba upload kok error terus iki -___-,Negative,negative,0,train
"yg di quebec apa mana itu jir namanya lupaaa.. sumpah itu vibesnya ak suka banget, TAPI SEMUA SCENE DAN EPISODE NYA AK SUKA SEMUAAAAA ALIAS DRAKOR E APIK POL ANJAY","yg di quebec apa mana itu jir namanya lupaaa.. sumpah itu vibesnya ak suka banget, tapi semua scene dan episode nya ak suka semuaaaaa alias drakor e apik pol anjay",Positive,positive,2,train
"Jalan-jalan di bintaro berasa kayak jaman pacaran dulu, less crowded and less jalanan rusak.. Ah indahnya masa muda","jalan-jalan di bintaro berasa kayak jaman pacaran dulu, less crowded and less jalanan rusak.. ah indahnya masa muda",Negative,negative,0,train
Penjuale ramah @ kampung gedong kiwo Yk  https://t.co/ETbcgdQUVn,penjuale ramah @ kampung gedong kiwo yk,Positive,positive,2,train
14 tahun sudah ngetweet ,14 tahun sudah ngetweet,Neutral,neutral,1,train
"Ada patung Tetsuro dan Maetel dari film kartun Galaxy Express 999 di depan Stasiun Uenoshi. Keren. Mestinya Stasiun Ijo di Kebumen juga punya patung apresiasi semacam ini, apa kek gitu patung Sersan Tobing dari film Kereta Api Terakhir jg bole ~ https://t.co/XZY0uwgph4","ada patung tetsuro dan maetel dari film kartun galaxy express 999 di depan stasiun uenoshi. keren. mestinya stasiun ijo di kebumen juga punya patung apresiasi semacam ini, apa kek gitu patung sersan tobing dari film kereta api terakhir jg bole ~",Positive,positive,2,train
tahun depan tidak ada pemilihan umum di indonesia jadi bisa konsentrasi doa akan real madrid jadi juara champions lagi,tahun depan tidak ada pemilihan umum di indonesia jadi bisa konsentrasi doa akan real madrid jadi juara champions lagi,Neutral,neutral,1,train
cobalah bergeserlah sedikit agak ke tengah sebelum semua akhirnya terengah engah,cobalah bergeserlah sedikit agak ke tengah sebelum semua akhirnya terengah engah,Neutral,neutral,1,train
biar kkn tidak berakhir misteri dan duka sila baca senin september kkn seharusnya mencetak anak muda perubah,biar kkn tidak berakhir misteri dan duka sila baca senin september kkn seharusnya mencetak anak muda perubah,Neutral,neutral,1,train
Nangis bgt wifi gua gabisa connect ke device. Jadi gak mood revisian,nangis bgt wifi gua gabisa connect ke device. jadi gak mood revisian,Negative,negative,0,train
"Untuk yg kerjasama sama bts dan anak""nya...jangan takut gk laku plis😭, kecuali yg emang mahal banget, yg gk semua army bisa beli..baru boleh diperhitungkan🥲🙏","untuk yg kerjasama sama bts dan anak""nya...jangan takut gk laku plis😭, kecuali yg emang mahal banget, yg gk semua army bisa beli..baru boleh diperhitungkan🥲🙏",Negative,negative,0,train
"halo tadi saya coba melakukan restore settings ke settingan awal modem, terus saya melakukan pergantian nama dan password wifi tapi kok gak connect wifi nya","halo tadi saya coba melakukan restore settings ke settingan awal modem, terus saya melakukan pergantian nama dan password wifi tapi kok gak connect wifi nya",Negative,negative,0,train
Bagus bgt iki. Aku share ya,bagus bgt iki. aku share ya,Positive,positive,2,train
Beli love beauty and planet baru kali ini kecewa sama packagingnya,beli love beauty and planet baru kali ini kecewa sama packagingnya,Negative,negative,0,train
Kepanitiane jogja seko sing formal nganti informal ra ono sing duwe konsep jelas,kepanitiane jogja seko sing formal nganti informal ra ono sing duwe konsep jelas,Negative,negative,0,train
"Yo ngono kui,wong ra ndue konsep.telfon ra jelas","yo ngono kui,wong ra ndue konsep.telfon ra jelas",Negative,negative,0,train
Iki meh jual barang ya? Soale nek beli ra prnh ngono kui.,iki meh jual barang ya? soale nek beli ra prnh ngono kui.,Neutral,neutral,1,train
"Awb mana yaa? Udah dicoret dari squad utama ya Rasain!! Lagian openplay ngaco mulu tiap match, ga ada progress, individu nihil, hampir semua aspek busuk Cuma ole aja yg nganggap lu pemain bagus","awb mana yaa? udah dicoret dari squad utama ya rasain!! lagian openplay ngaco mulu tiap match, ga ada progress, individu nihil, hampir semua aspek busuk cuma ole aja yg nganggap lu pemain bagus",Negative,negative,0,train
"Maaf gak saingan sek, ig storymu kamerane elek","maaf gak saingan sek, ig storymu kamerane elek",Negative,negative,0,train
Boncafe mex iki pelayanane kurang memuaskan.. Zzzz,boncafe mex iki pelayanane kurang memuaskan.. zzzz,Negative,negative,0,train
toyota i road merupakan kendaraan personal dengan tenaga murni listrik sekali isi daya baterai i road sanggup menjelajah sejauh kilometer,toyota i road merupakan kendaraan personal dengan tenaga murni listrik sekali isi daya baterai i road sanggup menjelajah sejauh kilometer,Neutral,neutral,1,train
nih tips n trick yg pas buat yg lagi ngerjain skripsi atau karya ilmiah lainnya.. abis ini lanjut cari referensi online atau ebook pake wifi indiHome biar makin mantap dan cepet deh selesenya.. semangatt ,nih tips n trick yg pas buat yg lagi ngerjain skripsi atau karya ilmiah lainnya.. abis ini lanjut cari referensi online atau ebook pake wifi indihome biar makin mantap dan cepet deh selesenya.. semangatt,Positive,positive,2,train
"iewnya keren emang...bisa liat panderman, pucuknya arjuna dan semeru dari kejauhan","iewnya keren emang...bisa liat panderman, pucuknya arjuna dan semeru dari kejauhan",Positive,positive,2,train
WKWKWKW IKI FUNNY BANGET GUA MOCONE LANCAR AND DIDN'T NDUWE ANY STRUGGLE,wkwkwkw iki funny banget gua mocone lancar and didn't nduwe any struggle,Positive,positive,2,train
"yah namanya jg kalibaru pasti ngelewatin jalan tengkorak deh haha RT 
@laccil
 Kenapa setiap musim hujan jalanan selalu rusak and bolong2 ??!",yah namanya jg kalibaru pasti ngelewatin jalan tengkorak deh haha rt kenapa setiap musim hujan jalanan selalu rusak and bolong2 ??!,Negative,negative,0,train
"nang wong iki mas shoes cleaning recommended + servis cleaning jeding barang, pokok cleaning2 top wong iki","nang wong iki mas shoes cleaning recommended + servis cleaning jeding barang, pokok cleaning2 top wong iki",Positive,positive,2,train
tak menjadi persoalan saat kaltim ditetapkan sebagai ibu kota negara pasalnya pertamina sedang menggarap dua proyek kilang di provinsi tersebut,tak menjadi persoalan saat kaltim ditetapkan sebagai ibu kota negara pasalnya pertamina sedang menggarap dua proyek kilang di provinsi tersebut,Neutral,neutral,1,train
@iqlima_bm numpak kereta mbak?,numpak kereta mbak?,Neutral,neutral,1,train
@turqlily @ngalamfess @rainrhyme @tunateritori Asline burger e rodok gak menarik tpi hargane murah banget. Bolelah,asline burger e rodok gak menarik tpi hargane murah banget. bolelah,Positive,positive,2,train
"@convomfs Plis ibuk gue sering banget bilang ""fa, itu lo si A anak tetangga dulu kan item ya, sekarang kok putih banget, kamu ga pengen coba apa?"" Langsung tuh gue jawab ""perawatannya mahal buk, makanya bisa putih"" tapi ibuk ngeyel bilang klo perawatannya biasa aja gue bales lagi tuh","plis ibuk gue sering banget bilang ""fa, itu lo si a anak tetangga dulu kan item ya, sekarang kok putih banget, kamu ga pengen coba apa?"" langsung tuh gue jawab ""perawatannya mahal buk, makanya bisa putih"" tapi ibuk ngeyel bilang klo perawatannya biasa aja gue bales lagi tuh",Negative,negative,0,train
"@fahsuhlasido pokok movie Fa
durasine 1.5 jam an
aku lagi rewatch seriese iki se dadi kurang paham pisan",pokok movie fa durasine 1.5 jam an aku lagi rewatch seriese iki se dadi kurang paham pisan,Negative,negative,0,train
Enak nya di desa itu murah banget harga nya pun harga saudara 😂 kalau di surabaya hargane kebangetan 🤣  https://t.co/MnC8pZnewc,enak nya di desa itu murah banget harga nya pun harga saudara 😂 kalau di surabaya hargane kebangetan 🤣,Positive,positive,2,train
"Sepanjang aku nonton lakorn mgkn baru ini di suguhi cinematography ya apik bgt... Zoom in zoom out ny bagussssss... . . Ceritanya, vibesnya, akting pemainny keren...","sepanjang aku nonton lakorn mgkn baru ini di suguhi cinematography ya apik bgt... zoom in zoom out ny bagussssss... . . ceritanya, vibesnya, akting pemainny keren...",Positive,positive,2,train
bangsuutttt drtd streaming baru engeh wifi gak connect,bangsuutttt drtd streaming baru engeh wifi gak connect,Negative,negative,0,train
"iya msk, jaringan gw lg parah. slow ya sob :)","iya msk, jaringan gw lg parah. slow ya sob :)",Negative,negative,0,train
"Kelingan koncoku 2014 sering bolak balik sleman jakarta demi theater, handshake dll duite nak ditotal sampek iso nggo tuku vario anyar wkwk","kelingan koncoku 2014 sering bolak balik sleman jakarta demi theater, handshake dll duite nak ditotal sampek iso nggo tuku vario anyar wkwk",Neutral,neutral,1,train
Iki restore IOS via shift-click wis g iso a? Error 3129 terus -.-,iki restore ios via shift-click wis g iso a? error 3129 terus -.-,Negative,negative,0,train
"Baru jam 9 lho, and my day already ruined. Alias bangke banget itu jalanan rusak kenapa gak ada yang benerin dah","baru jam 9 lho, and my day already ruined. alias bangke banget itu jalanan rusak kenapa gak ada yang benerin dah",Negative,negative,0,train
"Defensive line error, telat nutup kabeh","defensive line error, telat nutup kabeh",Negative,negative,0,train
Yo biasa... ancen people come and go ,yo biasa... ancen people come and go,Neutral,neutral,1,train
feature hosting godaddy.com lengkap banget.saking lengkapnya nyari link utk manage database ga nemu2. simplicity is everything! *klikhelp*,feature hosting godaddy.com lengkap banget.saking lengkapnya nyari link utk manage database ga nemu2. simplicity is everything! *klikhelp*,Positive,positive,2,train
gaji datang diskon bertandang ada diskon untuk produk kompas digital premium buku reguler board game dan kaus gunakan kode promo promo ini berlaku hingga september syarat dan ketentuan ada di sini,gaji datang diskon bertandang ada diskon untuk produk kompas digital premium buku reguler board game dan kaus gunakan kode promo promo ini berlaku hingga september syarat dan ketentuan ada di sini,Neutral,neutral,1,train
"Gimana, ada tips atau pertanyaan lain seputar tips buat early PM?","gimana, ada tips atau pertanyaan lain seputar tips buat early pm?",Neutral,neutral,1,train
"@pieckacheu Hargane 5 ribu ress, itu pas apa kemurahan?? Menurut aku murah banget iii","hargane 5 ribu ress, itu pas apa kemurahan?? menurut aku murah banget iii",Positive,positive,2,train
"Emg KAI the best sih. Dr dulu naik pesawat, trs nyobain naik kereta dan trnyata nyaman naik kereta. Meskipun lama tp klo pesawat delay gitu jatuhnya sama. Pelayanan nya jg bagus bgt. Mba masnya selalu ramah ","emg kai the best sih. dr dulu naik pesawat, trs nyobain naik kereta dan trnyata nyaman naik kereta. meskipun lama tp klo pesawat delay gitu jatuhnya sama. pelayanan nya jg bagus bgt. mba masnya selalu ramah",Positive,positive,2,train
Yang gabut boleh jawab pertanyaan Iki ini ,yang gabut boleh jawab pertanyaan iki ini,Neutral,neutral,1,train
jangan khawatir anda tidak sendiri saya pribadi telah kenyang merasakan itu terlalu sering saya mendengarkan kisah itu dari para pembuat karya legendaris yang menarik itu menimpa mpir dari mereka semua dihina diremehkan dan dicaci dengan sangat sadis,jangan khawatir anda tidak sendiri saya pribadi telah kenyang merasakan itu terlalu sering saya mendengarkan kisah itu dari para pembuat karya legendaris yang menarik itu menimpa mpir dari mereka semua dihina diremehkan dan dicaci dengan sangat sadis,Neutral,neutral,1,train
Spt sketsa apik Mb Chat aplikasinya dah ada di hp yah atau download dl nieh,spt sketsa apik mb chat aplikasinya dah ada di hp yah atau download dl nieh,Positive,positive,2,train
"Lewat Sukoharjo yo, dalane apik alus jajalen. Wong kekku dalane alus kok","lewat sukoharjo yo, dalane apik alus jajalen. wong kekku dalane alus kok",Positive,positive,2,train
"@kwangbaeminhee Woiya mantap, penjuale yo ramah","woiya mantap, penjuale yo ramah",Positive,positive,2,train
Kerja gak becus? You iri and lucu. Hhh. DKI baru saja mendapatkan penghargaan sebagai kota terbaik dunia tahun 2022.,kerja gak becus? you iri and lucu. hhh. dki baru saja mendapatkan penghargaan sebagai kota terbaik dunia tahun 2022.,Negative,negative,0,train
Hesss jan ra jelas konsep rambute wkwkkw,hesss jan ra jelas konsep rambute wkwkkw,Negative,negative,0,train
"Meski Giroud yang mencetak gol, Christian Pulisic menampilkan permainan apik di babak pertama. Akankah dia mencetak gol di babak kedua?

Chelsea vs Norwich, live di Mola TV! Download aplikasinya dan berlangganan sekarang juga!","meski giroud yang mencetak gol, christian pulisic menampilkan permainan apik di babak pertama. akankah dia mencetak gol di babak kedua? chelsea vs norwich, live di mola tv! download aplikasinya dan berlangganan sekarang juga!",Positive,positive,2,train
"Ga ero bagus bgt iki. feeling bgt season 5 eleven bakal kalah dee.
yaampun steve tragis bgt cintamu. uda jomblo aj smpe akhir film jir. tepuk tangan ak untuk seris iniii.
kesimpulane: apik bgtt ❤️ especially stteveee lop yuuu",ga ero bagus bgt iki. feeling bgt season 5 eleven bakal kalah dee. yaampun steve tragis bgt cintamu. uda jomblo aj smpe akhir film jir. tepuk tangan ak untuk seris iniii. kesimpulane: apik bgtt ❤️ especially stteveee lop yuuu,Positive,positive,2,train
Dapet dari Threads ,dapet dari threads,Neutral,neutral,1,train
KAI bener-bener BUMN paling underappreciated. Keretanya selalu tepat waktu. Kabinnya bersih dan nyaman. Petugasnya selalu baik dan ramah.,kai bener-bener bumn paling underappreciated. keretanya selalu tepat waktu. kabinnya bersih dan nyaman. petugasnya selalu baik dan ramah.,Positive,positive,2,train
rebut scudetto allegri janji tingkatkan penampilan juventus,rebut scudetto allegri janji tingkatkan penampilan juventus,Neutral,neutral,1,train
Konsep maine iseh ra jelas (koyo pas iseh ng liga 2) grusah-grusuh minim kreativitas. Jane sg sering salah passing / umpan panjang ra mutu dipecuti wae og. Njur latiane ki piye o pak Jeksen ,konsep maine iseh ra jelas (koyo pas iseh ng liga 2) grusah-grusuh minim kreativitas. jane sg sering salah passing / umpan panjang ra mutu dipecuti wae og. njur latiane ki piye o pak jeksen,Negative,negative,0,train
"Lagi di stasiun kereta poris, terpesona liat toiletnya yang bersih dan sama sekali ngga bau..keren semoga terus dipertahankan @CommuterLine","lagi di stasiun kereta poris, terpesona liat toiletnya yang bersih dan sama sekali ngga bau..keren semoga terus dipertahankan",Positive,positive,2,train
"@fajarnugros @jalur5_ Ya sebenernya kalo teknis rute jogja yg paling memenuhi dibuat pagi-malam gini memang, juga KAJJ satwa/argo lain udh pada boyong prio/luxury. Tinggal tunggu waktu nanti bakal disambung ke kereta reguler mana.","ya sebenernya kalo teknis rute jogja yg paling memenuhi dibuat pagi-malam gini memang, juga kajj satwa/argo lain udh pada boyong prio/luxury. tinggal tunggu waktu nanti bakal disambung ke kereta reguler mana.",Neutral,neutral,1,train
"Aku nduwe aplikasine, apik olahraga iki","aku nduwe aplikasine, apik olahraga iki",Positive,positive,2,train
"Koneksi internet yang lambat, didukung dengan menurunnya tingkat kesadaran diri. Tinggal tidur po piye iki.","koneksi internet yang lambat, didukung dengan menurunnya tingkat kesadaran diri. tinggal tidur po piye iki.",Negative,negative,0,train
"dear mantanku dulu banget yang wagu pol, kita ora kekancan lagi gpp tapi plis plis plis balikin cd White Shoes - Skenario Masa Mudaku soale saiki pasarane mahal 🙏","dear mantanku dulu banget yang wagu pol, kita ora kekancan lagi gpp tapi plis plis plis balikin cd white shoes - skenario masa mudaku soale saiki pasarane mahal 🙏",Negative,negative,0,train
"-rek hp samsungku rusak trs cek nang smsg service center jarene kudu ganti mesin entek 1,4-1,6 an. ada gk yg pernah servis nang tempat liyone sing apik dan luwih murah? :(","-rek hp samsungku rusak trs cek nang smsg service center jarene kudu ganti mesin entek 1,4-1,6 an. ada gk yg pernah servis nang tempat liyone sing apik dan luwih murah? :(",Negative,negative,0,train
@p4rkbogum Sumpah? Keren si berani banget😂 tapi plis sekali aja. Mahal weh tilang,sumpah? keren si berani banget😂 tapi plis sekali aja. mahal weh tilang,Negative,negative,0,train
"Uwaahhh, semngat terus kak, semoga kamu bisa dapetin Laptopnya yah, yus berdoa dan Gassss terooossss. Good Luck ^EU","uwaahhh, semngat terus kak, semoga kamu bisa dapetin laptopnya yah, yus berdoa dan gassss terooossss. good luck ^eu",Positive,positive,2,train
Huo huo huo huo aplikasine apik,huo huo huo huo aplikasine apik,Positive,positive,2,train
ini kenapa siihh wifi nya mati setelah mati lampu gak bisa connect lagi,ini kenapa siihh wifi nya mati setelah mati lampu gak bisa connect lagi,Negative,negative,0,train
"3 point buat jogja,PSIM pancen well (Y)","3 point buat jogja,psim pancen well (y)",Positive,positive,2,train
kominfo mengatakan akan membuka pemblokiran internet di papua dan papua barat secara bertahap ini alasannya,kominfo mengatakan akan membuka pemblokiran internet di papua dan papua barat secara bertahap ini alasannya,Neutral,neutral,1,train
cetak sejarah di juventus ronaldo ini baru permulaan,cetak sejarah di juventus ronaldo ini baru permulaan,Neutral,neutral,1,train
optimalisasi dana bantuan sosial pemerintah gunakan nik sebagai basis datang,optimalisasi dana bantuan sosial pemerintah gunakan nik sebagai basis datang,Neutral,neutral,1,train
piye iki speed donlot?? lambat tenaaan,piye iki speed donlot?? lambat tenaaan,Negative,negative,0,train
"apalagi prestasi album fmr ini banyak jugaa, thx god dr rekor penjualan album sampai spotify worldwide itunes so a proud, and next comeback next season let's make hit song again cake girls ","apalagi prestasi album fmr ini banyak jugaa, thx god dr rekor penjualan album sampai spotify worldwide itunes so a proud, and next comeback next season let's make hit song again cake girls",Positive,positive,2,train
"apik tenan bro 
@ryo_hernadi
: kapan bisa ajak pasangan ke pulau Balak Pesawaran Lampung, nice kayaknya :)","apik tenan bro : kapan bisa ajak pasangan ke pulau balak pesawaran lampung, nice kayaknya :)",Positive,positive,2,train
"Beberapa kali belanja online dianter sama 
@anteraja
 barangnya cepet nyampe dan aman terus responsif, mantap pokoknya ","beberapa kali belanja online dianter sama barangnya cepet nyampe dan aman terus responsif, mantap pokoknya",Positive,positive,2,train
Sinoman - kertosari - kalibening Dalane amba alus muluuss,sinoman - kertosari - kalibening dalane amba alus muluuss,Positive,positive,2,train
Weteng kok error terus iki piye sih,weteng kok error terus iki piye sih,Negative,negative,0,train
3 Jam Menunggu di Gerbong dengan AC Mati karena Kereta Mogok di UI: Bunga (27) kesal dengan pelayanan kereta y…,3 jam menunggu di gerbong dengan ac mati karena kereta mogok di ui: bunga (27) kesal dengan pelayanan kereta y…,Negative,negative,0,train
@mozarelhwa @eny_woo Yg paling tinggi itu lo siapa sih namanya maknaenya apa ya?   Btw aku kan tanya harga barang d sopi mosok penjuale gak ramah blas lihato  https://t.co/kajwUjmfNx,yg paling tinggi itu lo siapa sih namanya maknaenya apa ya? btw aku kan tanya harga barang d sopi mosok penjuale gak ramah blas lihato,Negative,negative,0,train
@jawafess urung tau numpak kereta😔,urung tau numpak kereta😔,Negative,negative,0,train
"Klo lg musim hujan begini,banjir and jalanan rusak pasti abi sibuk bgt kunjungan kerja luar kota terus ngecek jln nasional hmmm take care","klo lg musim hujan begini,banjir and jalanan rusak pasti abi sibuk bgt kunjungan kerja luar kota terus ngecek jln nasional hmmm take care",Negative,negative,0,train
Mngkn ada yg berminat loker untuk teman2 data sekalian,mngkn ada yg berminat loker untuk teman2 data sekalian,Neutral,neutral,1,train
"Besok giliran Semarang di Mall Tentrem, terakhir Surabaya di Cito","besok giliran semarang di mall tentrem, terakhir surabaya di cito",Neutral,neutral,1,train
papua ibarat pensil yang runcingnya terus diraut jangan sampai kemanusiaan akhirnya menjadi puput,papua ibarat pensil yang runcingnya terus diraut jangan sampai kemanusiaan akhirnya menjadi puput,Neutral,neutral,1,train
"@caIImepiu Itu emang mahal banget plis? Kamu beli di mana :""","itu emang mahal banget plis? kamu beli di mana :""",Negative,negative,0,train
"@mayamenyun ganti hp cino wae ben ra pending, error terus :')) iki bb ku blas raisoh dinggo ngopo2. isohe mung dinggo smsan tok :')","ganti hp cino wae ben ra pending, error terus :')) iki bb ku blas raisoh dinggo ngopo2. isohe mung dinggo smsan tok :')",Negative,negative,0,train
bagus bgt dah on kinetic iki udah 10 menit w ulang2 part dance yg terakhir yg jimin center. sebagus itu diatuh.,bagus bgt dah on kinetic iki udah 10 menit w ulang2 part dance yg terakhir yg jimin center. sebagus itu diatuh.,Positive,positive,2,train
"Pernah ngobrol sama ibu2, ibu2 nya ramah. Terud ngomongin isu jalan yg rusak dan ga dibenerin sama pemerintah, ibunya tau aku mahasiswa, disuruh cari masa dan demo depan dprd biar jalanan yg rusak segera di benerin, and i--- waktu itu masih, smt satu belum genap 4 bulan---","pernah ngobrol sama ibu2, ibu2 nya ramah. terud ngomongin isu jalan yg rusak dan ga dibenerin sama pemerintah, ibunya tau aku mahasiswa, disuruh cari masa dan demo depan dprd biar jalanan yg rusak segera di benerin, and i--- waktu itu masih, smt satu belum genap 4 bulan---",Negative,negative,0,train
"iyo gambar tok, yo koyok sg contoh kok kekno aku.. wah, nek design gak iso aku, elek..haha..tak coba e sek..","iyo gambar tok, yo koyok sg contoh kok kekno aku.. wah, nek design gak iso aku, elek..haha..tak coba e sek..",Negative,negative,0,train
"Pernah bawa tamu nginep sini, wuihhh viewnya emang keren banget.","pernah bawa tamu nginep sini, wuihhh viewnya emang keren banget.",Positive,positive,2,train
Asuuu padahal optimis lolos piala dunia lewat pelatih iki. Jancook nasib e futsal indonesia ngene banget asuuu,asuuu padahal optimis lolos piala dunia lewat pelatih iki. jancook nasib e futsal indonesia ngene banget asuuu,Negative,negative,0,train
Minimal kalo garap aturan dijajal dulu sendiri.,minimal kalo garap aturan dijajal dulu sendiri.,Neutral,neutral,1,train
"kok enak? engga atuh banyak yg kecewa karna packagingnya , walaupun ttp pda beli sih","kok enak? engga atuh banyak yg kecewa karna packagingnya , walaupun ttp pda beli sih",Negative,negative,0,train
"Work! Guys di kantorku lagi ada lowongan Recruitment Research Intern, kerjanya WFA kok dan paid yg masih smt akhir atau FG bisa langsung reply menfess ini ya. Urgent soalnya.. TIA!","work! guys di kantorku lagi ada lowongan recruitment research intern, kerjanya wfa kok dan paid yg masih smt akhir atau fg bisa langsung reply menfess ini ya. urgent soalnya.. tia!",Neutral,neutral,1,train
lumayan lah mau iso mbengok2. pikiran dadi luwih fresh. haha,lumayan lah mau iso mbengok2. pikiran dadi luwih fresh. haha,Positive,positive,2,train
"Genks, adakah yg udh pernah pake kereta luxury? Harga 900k ini dpt fasilitas apa aja ya?","genks, adakah yg udh pernah pake kereta luxury? harga 900k ini dpt fasilitas apa aja ya?",Neutral,neutral,1,train
"@orenjirommm Aku telat ndelok rek,😭 gak opo2 wes mugo2 rejekimu lancar terus yo ben isok bagi2 koyok ngene iki.sopo ngerti meneh2 aku diajak pisan ngunu loh rek.wkwkwkwk😅","aku telat ndelok rek,😭 gak opo2 wes mugo2 rejekimu lancar terus yo ben isok bagi2 koyok ngene iki.sopo ngerti meneh2 aku diajak pisan ngunu loh rek.wkwkwkwk😅",Positive,positive,2,train
"@ohmybeautybank Nder ini harganya 42.000 plis 😭 awalnya takut karena harganya murah banget. Tp yg riview udah banyak. Mana bahannya adem, flowy, gak tipis 😭. Jadi mahal karena ongkir ke kalimantannya doang 😔  https://t.co/uZuK25dOVO","nder ini harganya 42.000 plis 😭 awalnya takut karena harganya murah banget. tp yg riview udah banyak. mana bahannya adem, flowy, gak tipis 😭. jadi mahal karena ongkir ke kalimantannya doang 😔",Negative,negative,0,train
"monggo... ngapurane, kamerane elek :)","monggo... ngapurane, kamerane elek :)",Negative,negative,0,train
"Eh ada ribut² apa nih? Oalah ternyata ada smartphone 5G Murah dari @realmeindonesia yaitu realme 8 5G dengan hargan terjangkau banget, harus pantengin. #realme85GAffordable  https://t.co/LshwqH7MyZ","eh ada ribut² apa nih? oalah ternyata ada smartphone 5g murah dari yaitu realme 8 5g dengan hargan terjangkau banget, harus pantengin. realme85gaffordable",Positive,positive,2,train
tujuan pertemuan adalah dalam rangka melakukan pemetaan masalah sebagai langkah awal untuk membangun kolaborasi pencegahan korupsi terkait tata kelola pelabuhan,tujuan pertemuan adalah dalam rangka melakukan pemetaan masalah sebagai langkah awal untuk membangun kolaborasi pencegahan korupsi terkait tata kelola pelabuhan,Neutral,neutral,1,train
Mau sharing tips tipis-tipis untuk early product manager. Terutama pas join tim baru atau pertama kali jadi PM,mau sharing tips tipis-tipis untuk early product manager. terutama pas join tim baru atau pertama kali jadi pm,Neutral,neutral,1,train
"Keren! Sekarang Stasiun Manggarai Layani Kereta Api Bandara https://t.co/aVUy3mVBeJ
Dapatkan berita lain hanya di YouTube Channel tvOneNews. #tvOneNews https://t.co/U5KkOkJjPY",keren! sekarang stasiun manggarai layani kereta api bandara dapatkan berita lain hanya di youtube channel tvonenews. tvonenews,Positive,positive,2,train
Kenapa wifi kantorku gak connect. I won't ever use my data connection for professional purpose. Tethering no no ,kenapa wifi kantorku gak connect. i won't ever use my data connection for professional purpose. tethering no no,Negative,negative,0,train
server kok error terus iki piye min?,server kok error terus iki piye min?,Negative,negative,0,train
"Gunungkidul pancen ora sepele, wis dalane alus ditambah pemandangane marai nentremke ati. ","gunungkidul pancen ora sepele, wis dalane alus ditambah pemandangane marai nentremke ati.",Positive,positive,2,train
"mjb, jujur kecewa packagingnya b bgt :”","mjb, jujur kecewa packagingnya b bgt :”",Negative,negative,0,train
Gak mau connect wifi apa gak mau connect hotspot hp? Kalo hotspot hp ada di pengaturan pita frekuensinya,gak mau connect wifi apa gak mau connect hotspot hp? kalo hotspot hp ada di pengaturan pita frekuensinya,Negative,negative,0,train
"Sambil nunggu kereta dateng di Stasiun Bandara, udah paling enak nih sambil duduk santai di sini.

Mimin kemarin nungguin temen di sini nih, spot ini kece banget! Apalagi ada video wall MacroAd.. Wih, keren deeeeh!

Hayoo.. Kalau kamu terakhir kapan sih ke stasiun Bandara? https://t.co/wwHc8kPM3Z","sambil nunggu kereta dateng di stasiun bandara, udah paling enak nih sambil duduk santai di sini. mimin kemarin nungguin temen di sini nih, spot ini kece banget! apalagi ada video wall macroad.. wih, keren deeeeh! hayoo.. kalau kamu terakhir kapan sih ke stasiun bandara?",Positive,positive,2,train
Kalo pas ada pasar pagi bagus tau wkwkw. Asal jepretnya + editing nya apik psti baguss. Kyk vibesnya tradisional aja gitu wkwk,kalo pas ada pasar pagi bagus tau wkwkw. asal jepretnya + editing nya apik psti baguss. kyk vibesnya tradisional aja gitu wkwk,Positive,positive,2,train
Suroboyo dalane alus Gak usah ngoyo dee lo gak ngurus Aduaduadua,suroboyo dalane alus gak usah ngoyo dee lo gak ngurus aduaduadua,Positive,positive,2,train
"Padahal bulan lalu baru ngomongin ""ini selca kalo dijadiin pc bakal mahal banget soalnya CANTIKKKK"" 🥺🥺   KM JANGAN MAHAL PLIS NAK  https://t.co/jDSZySO1yY","padahal bulan lalu baru ngomongin ""ini selca kalo dijadiin pc bakal mahal banget soalnya cantikkkk"" 🥺🥺 km jangan mahal plis nak",Negative,negative,0,train
gunung agung erupsi bpbd bagikan masker di sejumlah wilayah,gunung agung erupsi bpbd bagikan masker di sejumlah wilayah,Neutral,neutral,1,train
